chr2L	1179409	1179451
chr2L	2231007	2231069
chr2L	2886157	2886190
chr2L	2965726	2965769
chr2L	2966443	2966563
chr2L	2967702	2967738
chr2L	7382612	7382664
chr2L	8194034	8194072
chr2L	8646490	8646523
chr2L	8646737	8646780
chr2L	9256805	9256839
chr2L	9519516	9519548
chr2L	9726990	9727027
chr2L	10440831	10440902
chr2L	10800925	10800959
chr2L	10801066	10801121
chr2L	11069012	11069051
chr2L	11069228	11069290
chr2L	14447944	14447983
chr2L	15253737	15253786
chr2L	15254165	15254196
chr2L	15260780	15260818
chr2L	15290647	15290690
chr2L	15968479	15968553
chr2L	15968679	15968737
chr2L	15968763	15968816
chr2L	15969066	15969134
chr2L	16475412	16475454
chr2L	17105941	17105980
chr2L	17107313	17107367
chr2L	18860914	18860976
chr2L	19048412	19048475
chr2L	19058724	19058806
chr2L	19403663	19403713
chr2L	19581332	19581365
chr2L	20245513	20245585
chr2L	20441848	20441910
chr2L	20714577	20714640
chr2L	20758586	20758636
chr2L	21121740	21121788
chr2L	21124522	21124619
chr2L	22069218	22069263
chr2R	5525040	5525090
chr2R	5545215	5545271
chr2R	6410475	6410510
chr2R	6759723	6759769
chr2R	7115345	7115382
chr2R	9846605	9846661
chr2R	9946525	9946614
chr2R	9947236	9947271
chr2R	9947317	9947352
chr2R	10092199	10092267
chr2R	10092497	10092563
chr2R	10092708	10092755
chr2R	10397969	10398010
chr2R	10753271	10753347
chr2R	11155308	11155346
chr2R	11653036	11653072
chr2R	11847552	11847584
chr2R	14166499	14166530
chr2R	14753993	14754024
chr2R	16034716	16034757
chr2R	16833878	16833941
chr2R	17286064	17286095
chr2R	19567425	19567482
chr2R	19568189	19568263
chr2R	20289295	20289357
chr2R	20384551	20384588
chr3L	226099	226137
chr3L	1499579	1499619
chr3L	1500389	1500428
chr3L	1501048	1501084
chr3L	1501398	1501454
chr3L	1656220	1656255
chr3L	1656594	1656629
chr3L	2558336	2558368
chr3L	3184014	3184050
chr3L	3184711	3184755
chr3L	3366940	3366986
chr3L	4193224	4193321
chr3L	4261974	4262005
chr3L	4429882	4429933
chr3L	4447588	4447619
chr3L	4864584	4864649
chr3L	4949489	4949543
chr3L	5534311	5534344
chr3L	6785197	6785262
chr3L	6786715	6786758
chr3L	6787047	6787095
chr3L	6787223	6787289
chr3L	6787364	6787444
chr3L	6938678	6938710
chr3L	6938818	6938855
chr3L	8984263	8984300
chr3L	9338200	9338231
chr3L	9456263	9456310
chr3L	9721250	9721312
chr3L	9779135	9779177
chr3L	10304943	10305005
chr3L	10305194	10305248
chr3L	10305639	10305692
chr3L	10305780	10305819
chr3L	10891655	10891701
chr3L	12702574	12702613
chr3L	12703053	12703087
chr3L	14883396	14883444
chr3L	16107821	16107950
chr3L	16109539	16109577
chr3L	16206512	16206544
chr3L	16997766	16997806
chr3L	17569421	17569480
chr3L	18756963	18757004
chr3L	18757453	18757486
chr3L	19903563	19903601
chr3L	20427403	20427467
chr3L	20980873	20980913
chr3L	22176824	22176855
chr3R	1515598	1515634
chr3R	1831832	1831883
chr3R	1979531	1979566
chr3R	2537658	2537702
chr3R	2582442	2582481
chr3R	3018705	3018746
chr3R	3356728	3356762
chr3R	4067601	4067641
chr3R	4661686	4661740
chr3R	5274896	5274931
chr3R	5363655	5363689
chr3R	5363832	5363873
chr3R	5367823	5367865
chr3R	5367894	5367965
chr3R	5368598	5368917
chr3R	5520625	5520667
chr3R	5769728	5769784
chr3R	6689548	6689586
chr3R	7201991	7202043
chr3R	7604072	7604119
chr3R	8120282	8120318
chr3R	8378622	8378657
chr3R	9433109	9433140
chr3R	9433399	9433439
chr3R	9433561	9433604
chr3R	11209413	11209488
chr3R	11242892	11242946
chr3R	11624133	11624261
chr3R	11894529	11894577
chr3R	11894747	11894805
chr3R	11895039	11895106
chr3R	11975990	11976028
chr3R	12653648	12653731
chr3R	12924071	12924107
chr3R	13300706	13300759
chr3R	13794447	13794486
chr3R	14005077	14005122
chr3R	14005145	14005198
chr3R	14179377	14179433
chr3R	15595512	15595544
chr3R	16219355	16219422
chr3R	16219477	16219526
chr3R	16219669	16219726
chr3R	16453696	16453748
chr3R	16800573	16800639
chr3R	17324968	17325013
chr3R	17325142	17325246
chr3R	17325481	17325533
chr3R	17325664	17325720
chr3R	17832595	17832650
chr3R	17833365	17833415
chr3R	17833899	17833942
chr3R	17834172	17834217
chr3R	17834718	17834826
chr3R	17835300	17835335
chr3R	17835734	17835766
chr3R	17835834	17835934
chr3R	17837147	17837182
chr3R	18412466	18412503
chr3R	18428784	18428824
chr3R	18429102	18429185
chr3R	19803838	19803947
chr3R	19809048	19809099
chr3R	21923331	21923366
chr3R	21923494	21923607
chr3R	21923686	21923738
chr3R	22296483	22296554
chr3R	22303707	22303744
chr3R	22424984	22425018
chr3R	22556665	22556721
chr3R	22557041	22557083
chr3R	23142339	23142406
chr3R	24639826	24639862
chr3R	25042814	25042848
chr3R	25042907	25043000
chr3R	25044607	25044649
chr3R	25044678	25044714
chr3R	25326221	25326294
chr3R	25658071	25658129
chr3R	25999054	25999116
chr3R	26756207	26756239
chr3R	26756363	26756403
chr3R	27421206	27421238
chr3R	27663456	27663495
chrX	170340	170375
chrX	1115478	1115524
chrX	2005705	2005736
chrX	3681909	3681968
chrX	4004898	4004965
chrX	5272759	5272851
chrX	5900875	5900915
chrX	6979988	6980064
chrX	7541408	7541446
chrX	7542055	7542103
chrX	7954951	7955005
chrX	10502819	10502919
chrX	11130629	11130661
chrX	11571250	11571298
chrX	11589363	11589397
chrX	13480088	13480135
chrX	14771635	14771714
chrX	15876751	15876794
chrX	16012578	16012609
chrX	16227684	16227734
chrX	16377067	16377184
chrX	16575785	16575844
chrX	16867020	16867082
chrX	20101668	20101757
chrX	22120147	22120213
chrX	22165138	22165175
