chr2L	2965769	2966443
chr2L	2966563	2967702
chr2L	8646523	8646737
chr2L	10800959	10801066
chr2L	11069051	11069228
chr2L	15253786	15254165
chr2L	15254196	15260780
chr2L	15968553	15968679
chr2L	15968737	15968763
chr2L	15968816	15969066
chr2L	19048475	19058724
chr2L	21121788	21124522
chr2R	9946614	9947236
chr2R	9947271	9947317
chr2R	10092267	10092497
chr2R	10092563	10092708
chr2R	19567482	19568189
chr3L	1499619	1500389
chr3L	1500428	1501048
chr3L	1501084	1501398
chr3L	1656255	1656594
chr3L	3184050	3184711
chr3L	6785262	6786715
chr3L	6786758	6787047
chr3L	6787095	6787223
chr3L	6787289	6787364
chr3L	6938710	6938818
chr3L	10305005	10305194
chr3L	10305692	10305780
chr3L	12702613	12703053
chr3L	16107950	16109539
chr3L	18757004	18757453
chr3R	5363689	5363832
chr3R	5363873	5367823
chr3R	5367865	5367894
chr3R	5367965	5368598
chr3R	9433140	9433399
chr3R	9433439	9433561
chr3R	11894577	11894747
chr3R	11894805	11895039
chr3R	14005122	14005145
chr3R	16219422	16219477
chr3R	16219526	16219669
chr3R	17325013	17325142
chr3R	17325246	17325481
chr3R	17325533	17325664
chr3R	17832650	17833365
chr3R	17833415	17833899
chr3R	17833942	17834172
chr3R	17834217	17834718
chr3R	17834826	17835300
chr3R	17835335	17835734
chr3R	17835766	17835834
chr3R	17835934	17837147
chr3R	18428824	18429102
chr3R	21923366	21923494
chr3R	21923607	21923686
chr3R	22296554	22303707
chr3R	22556721	22557041
chr3R	25042848	25042907
chr3R	25043000	25044607
chr3R	25044649	25044678
chr3R	26756239	26756363
chrX	7541446	7542055
