chr2L	41412	42938
chr2L	42971	79763
chr2L	79833	150877
chr2L	150913	160607
chr2L	160652	161910
chr2L	161954	162334
chr2L	162369	165719
chr2L	165761	166710
chr2L	166745	173522
chr2L	173554	174379
chr2L	174413	177789
chr2L	177837	203327
chr2L	203427	219717
chr2L	219773	219922
chr2L	219953	220716
chr2L	220758	221947
chr2L	222012	222110
chr2L	222175	222498
chr2L	222539	222985
chr2L	223025	224198
chr2L	224238	224453
chr2L	224494	225340
chr2L	225376	226848
chr2L	226881	231532
chr2L	231576	231892
chr2L	231962	244141
chr2L	244198	244461
chr2L	244492	244673
chr2L	244747	245677
chr2L	245716	246088
chr2L	246132	246590
chr2L	246653	247471
chr2L	247586	248474
chr2L	248515	248849
chr2L	248898	259253
chr2L	259285	268558
chr2L	268597	304544
chr2L	304627	304904
chr2L	304939	305013
chr2L	305066	305147
chr2L	305182	312463
chr2L	312503	312604
chr2L	312640	314127
chr2L	314162	314221
chr2L	314255	315009
chr2L	315042	315390
chr2L	315437	332684
chr2L	332729	335708
chr2L	335801	338747
chr2L	338780	340275
chr2L	340317	343792
chr2L	343876	346658
chr2L	346710	358174
chr2L	358242	358415
chr2L	358446	358761
chr2L	358843	358981
chr2L	359067	359252
chr2L	359303	366286
chr2L	366319	366353
chr2L	366414	368172
chr2L	368232	368323
chr2L	368374	368702
chr2L	368753	369926
chr2L	369974	370030
chr2L	370105	370398
chr2L	370441	370929
chr2L	370978	371186
chr2L	371252	372149
chr2L	372322	372453
chr2L	372509	372567
chr2L	372642	373329
chr2L	373363	374851
chr2L	374895	374975
chr2L	375029	375099
chr2L	375133	375430
chr2L	375501	376106
chr2L	376184	376231
chr2L	376297	376655
chr2L	376700	376814
chr2L	376852	376925
chr2L	377032	377516
chr2L	377554	377710
chr2L	377767	379036
chr2L	379079	380684
chr2L	380746	380809
chr2L	380848	381191
chr2L	381252	381329
chr2L	381376	381496
chr2L	381528	381627
chr2L	381661	381913
chr2L	381989	382467
chr2L	382501	383147
chr2L	383208	383525
chr2L	383583	384139
chr2L	384183	385829
chr2L	385872	386002
chr2L	386033	386134
chr2L	386193	387911
chr2L	387966	388058
chr2L	388143	388248
chr2L	388280	388452
chr2L	388517	389009
chr2L	389091	389757
chr2L	389830	390757
chr2L	390796	391638
chr2L	391752	391833
chr2L	391872	392065
chr2L	392158	392592
chr2L	392624	392942
chr2L	393016	393059
chr2L	393119	393896
chr2L	393961	394523
chr2L	394607	394662
chr2L	394731	395223
chr2L	395291	396024
chr2L	396060	399467
chr2L	399507	399576
chr2L	399627	403118
chr2L	403150	425721
chr2L	425764	426352
chr2L	426390	426553
chr2L	426584	427016
chr2L	427047	428301
chr2L	428340	428365
chr2L	428400	428708
chr2L	428739	430497
chr2L	430564	431167
chr2L	431252	433931
chr2L	433995	435509
chr2L	435543	437507
chr2L	437583	437641
chr2L	437698	437743
chr2L	437775	437889
chr2L	437939	438808
chr2L	438879	439118
chr2L	439188	440633
chr2L	440712	440802
chr2L	440842	441472
chr2L	441516	441553
chr2L	441614	442267
chr2L	442326	442424
chr2L	442482	442784
chr2L	442822	454817
chr2L	454854	457596
chr2L	457627	465509
chr2L	465549	465948
chr2L	465987	468053
chr2L	468087	469328
chr2L	469366	470377
chr2L	470410	470970
chr2L	471006	471114
chr2L	471145	481261
chr2L	481305	484501
chr2L	484538	492066
chr2L	492100	492129
chr2L	492165	493668
chr2L	493716	494218
chr2L	494267	495509
chr2L	495560	497904
chr2L	497936	497983
chr2L	498035	498487
chr2L	498530	498618
chr2L	498655	499328
chr2L	499370	499851
chr2L	499892	500059
chr2L	500115	501500
chr2L	501550	502856
chr2L	502910	503446
chr2L	503478	504591
chr2L	504640	507557
