chr2L	41376	41412	INT
chr2L	42938	42971	INT
chr2L	79763	79833	INT
chr2L	150877	150913	INT
chr2L	160607	160652	INT
chr2L	161910	161954	INT
chr2L	162334	162369	INT
chr2L	165719	165761	INT
chr2L	166710	166745	INT
chr2L	173522	173554	INT
chr2L	174379	174413	INT
chr2L	177789	177837	INT
chr2L	203327	203427	INT
chr2L	219717	219773	INT
chr2L	219922	219953	INT
chr2L	220716	220758	INT
chr2L	221947	222012	INT
chr2L	222110	222175	INT
chr2L	222498	222539	INT
chr2L	222985	223025	INT
chr2L	224198	224238	INT
chr2L	224453	224494	INT
chr2L	225340	225376	INT
chr2L	226848	226881	INT
chr2L	231532	231576	INT
chr2L	231892	231962	INT
chr2L	244141	244198	INT
chr2L	244461	244492	INT
chr2L	244673	244747	INT
chr2L	245677	245716	INT
chr2L	246088	246132	INT
chr2L	246590	246653	INT
chr2L	247471	247586	INT
chr2L	248474	248515	INT
chr2L	248849	248898	INT
chr2L	259253	259285	INT
chr2L	268558	268597	INT
chr2L	304544	304627	INT
chr2L	304904	304939	INT
chr2L	305013	305066	INT
chr2L	305147	305182	INT
chr2L	312463	312503	INT
chr2L	312604	312640	INT
chr2L	314127	314162	INT
chr2L	314221	314255	INT
chr2L	315009	315042	INT
chr2L	315390	315437	INT
chr2L	332684	332729	INT
chr2L	335708	335801	INT
chr2L	338747	338780	INT
chr2L	340275	340317	INT
chr2L	343792	343876	INT
chr2L	346658	346710	INT
chr2L	358174	358242	INT
chr2L	358415	358446	INT
chr2L	358761	358843	INT
chr2L	358981	359067	INT
chr2L	359252	359303	INT
chr2L	366286	366319	INT
chr2L	366353	366414	INT
chr2L	368172	368232	INT
chr2L	368323	368374	INT
chr2L	368702	368753	INT
chr2L	369926	369974	INT
chr2L	370030	370105	INT
chr2L	370398	370441	INT
chr2L	370929	370978	INT
chr2L	371186	371252	INT
chr2L	372149	372322	INT
chr2L	372453	372509	INT
chr2L	372567	372642	INT
chr2L	373329	373363	INT
chr2L	374851	374895	INT
chr2L	374975	375029	INT
chr2L	375099	375133	INT
chr2L	375430	375501	INT
chr2L	376106	376184	INT
chr2L	376231	376297	INT
chr2L	376655	376700	INT
chr2L	376814	376852	INT
chr2L	376925	377032	INT
chr2L	377516	377554	INT
chr2L	377710	377767	INT
chr2L	379036	379079	INT
chr2L	380684	380746	INT
chr2L	380809	380848	INT
chr2L	381191	381252	INT
chr2L	381329	381376	INT
chr2L	381496	381528	INT
chr2L	381627	381661	INT
chr2L	381913	381989	INT
chr2L	382467	382501	INT
chr2L	383147	383208	INT
chr2L	383525	383583	INT
chr2L	384139	384183	INT
chr2L	385829	385872	INT
chr2L	386002	386033	INT
chr2L	386134	386193	INT
chr2L	387911	387966	INT
chr2L	388058	388143	INT
chr2L	388248	388280	INT
chr2L	388452	388517	INT
chr2L	389009	389091	INT
chr2L	389757	389830	INT
chr2L	390757	390796	INT
chr2L	391638	391752	INT
chr2L	391833	391872	INT
chr2L	392065	392158	INT
chr2L	392592	392624	INT
chr2L	392942	393016	INT
chr2L	393059	393119	INT
chr2L	393896	393961	INT
chr2L	394523	394607	INT
chr2L	394662	394731	INT
chr2L	395223	395291	INT
chr2L	396024	396060	INT
chr2L	399467	399507	INT
chr2L	399576	399627	INT
chr2L	403118	403150	INT
chr2L	425721	425764	INT
chr2L	426352	426390	INT
chr2L	426553	426584	INT
chr2L	427016	427047	INT
chr2L	428301	428340	INT
chr2L	428365	428400	INT
chr2L	428708	428739	INT
chr2L	430497	430564	INT
chr2L	431167	431252	INT
chr2L	433931	433995	INT
chr2L	435509	435543	INT
chr2L	437507	437583	INT
chr2L	437641	437698	INT
chr2L	437743	437775	INT
chr2L	437889	437939	INT
chr2L	438808	438879	INT
chr2L	439118	439188	INT
chr2L	440633	440712	INT
chr2L	440802	440842	INT
chr2L	441472	441516	INT
chr2L	441553	441614	INT
chr2L	442267	442326	INT
chr2L	442424	442482	INT
chr2L	442784	442822	INT
chr2L	454817	454854	INT
chr2L	457596	457627	INT
chr2L	465509	465549	INT
chr2L	465948	465987	INT
chr2L	468053	468087	INT
chr2L	469328	469366	INT
chr2L	470377	470410	INT
chr2L	470970	471006	INT
chr2L	471114	471145	INT
chr2L	481261	481305	INT
chr2L	484501	484538	INT
chr2L	492066	492100	INT
chr2L	492129	492165	INT
chr2L	493668	493716	INT
chr2L	494218	494267	INT
chr2L	495509	495560	INT
chr2L	497904	497936	INT
chr2L	497983	498035	INT
chr2L	498487	498530	INT
chr2L	498618	498655	INT
chr2L	499328	499370	INT
chr2L	499851	499892	INT
chr2L	500059	500115	INT
chr2L	501500	501550	INT
chr2L	502856	502910	INT
chr2L	503446	503478	INT
chr2L	504591	504640	INT
chr2L	507557	507588	INT
chr2L	508263	508301	INT
chr2L	508358	508394	INT
chr2L	509280	509318	INT
chr2L	509383	509415	INT
chr2L	509527	509579	INT
chr2L	509652	509690	INT
chr2L	510080	510112	INT
chr2L	512682	512720	INT
chr2L	513243	513303	INT
chr2L	516413	516454	INT
chr2L	516609	516671	INT
chr2L	516809	516856	INT
chr2L	518359	518410	INT
chr2L	519334	519390	INT
chr2L	519540	519579	INT
